GUC Name,Type,Context,Category,Description,Backing Variable,Flags,ConnMgr Compatible,Risk Level,Reasoning
constraint_exclusion,enum,PGC_USERSET,QUERY_TUNING_OTHER,Enables the planner to use constraints to optimize queries.,constraint_exclusion,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
cpu_index_tuple_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of processing each index entry during an index scan.,cpu_index_tuple_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
cpu_operator_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of processing each operator or function call.,cpu_operator_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
cpu_tuple_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of processing each tuple (row).,cpu_tuple_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
cursor_tuple_fraction,real,PGC_USERSET,QUERY_TUNING_OTHER,Sets the planner's estimate of the fraction of a cursor's rows that will be retrieved.,cursor_tuple_fraction,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
data_checksums,bool,PGC_INTERNAL,PRESET_OPTIONS,Shows whether data checksums are turned on for this cluster.,data_checksums,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
data_directory,string,PGC_POSTMASTER,FILE_LOCATIONS,Sets the server's data directory.,data_directory,GUC_DISALLOW_IN_AUTO_FILE|GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
data_directory_mode,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the mode of the data directory.,data_directory_mode,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_KB,YES,NONE,"PGC_INTERNAL. Set in miscinit.c:419 during backend initialization (checkDataDir). This is startup code, same value for all backends. RISK: NONE."
data_sync_retry,bool,PGC_POSTMASTER,ERROR_HANDLING_OPTIONS,Whether to continue running after a failure to sync data files.,data_sync_retry,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
db_user_namespace,bool,PGC_SIGHUP,CONN_AUTH_AUTH,Enables per-database user names.,Db_user_namespace,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
deadlock_timeout,int,PGC_SUSET,LOCK_MANAGEMENT,Sets the time to wait on a lock before checking for deadlock.,DeadlockTimeout,GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
debug_assertions,bool,PGC_INTERNAL,PRESET_OPTIONS,Shows whether the running server has assertion checks enabled.,assert_enabled,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
debug_deadlocks,bool,PGC_SUSET,DEVELOPER_OPTIONS,Dumps information about all current locks when a deadlock timeout occurs.,Debug_deadlocks,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
debug_discard_caches,int,PGC_SUSET,DEVELOPER_OPTIONS,Aggressively flush system caches for debugging purposes.,debug_discard_caches,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,PGC_SUSET. Developer-only setting. No session-level direct writes. RISK: NONE.
debug_pretty_print,bool,PGC_USERSET,LOGGING_WHAT,Indents parse and plan tree displays.,Debug_pretty_print,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
debug_print_parse,bool,PGC_USERSET,LOGGING_WHAT,Logs each query's parse tree.,Debug_print_parse,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
debug_print_plan,bool,PGC_USERSET,LOGGING_WHAT,Logs each query's execution plan.,Debug_print_plan,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
debug_print_rewritten,bool,PGC_USERSET,LOGGING_WHAT,Logs each query's rewritten parse tree.,Debug_print_rewritten,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
default_statistics_target,int,PGC_USERSET,QUERY_TUNING_OTHER,Sets the default statistics target.,default_statistics_target,GUC_EXPLAIN,YES,NONE,"PGC_USERSET. ""Writes"" are in vacuumdb.c client tool using SET command strings. Not direct C variable modifications. RISK: NONE."
default_table_access_method,string,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the default table access method for new tables.,default_table_access_method,GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET. Write is in assign hook check. Standard GUC mechanism. RISK: NONE.
default_tablespace,string,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the default tablespace to create tables and indexes in.,default_tablespace,GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET. Writes are in check hook (validation) not direct assignment. Standard GUC mechanism. RISK: NONE.
default_text_search_config,string,PGC_USERSET,CLIENT_CONN_LOCALE,Sets default text search configuration.,TSCurrentConfig,GUC_IS_NAME|GUC_NOT_IN_SAMPLE|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
default_toast_compression,enum,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the default compression method for compressible values.,default_toast_compression,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
default_transaction_deferrable,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the default deferrable status of new transactions.,DefaultXactDeferrable,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
default_transaction_isolation,enum,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the transaction isolation level of each new transaction.,DefaultXactIsoLevel,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
default_transaction_read_only,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the default read-only status of new transactions.,DefaultXactReadOnly,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
default_with_oids,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,WITH OIDS is no longer supported; this can only be false.,default_with_oids,GUC_NOT_IN_SAMPLE|GUC_NO_SHOW_ALL,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
dynamic_library_path,string,PGC_SUSET,CLIENT_CONN_OTHER,Sets the path for dynamically loadable modules.,Dynamic_library_path,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
dynamic_shared_memory_type,enum,PGC_POSTMASTER,RESOURCES_MEM,Selects the dynamic shared memory implementation used.,dynamic_shared_memory_type,,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
effective_cache_size,int,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's assumption about the total size of the data caches.,effective_cache_size,GUC_EXPLAIN|GUC_UNIT_BLOCKS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
effective_io_concurrency,int,PGC_USERSET,RESOURCES_ASYNCHRONOUS,Number of simultaneous requests that can be handled efficiently by the disk subsystem.,effective_io_concurrency,GUC_EXPLAIN|GUC_UNIT_BLOCKS,YES,NONE,PGC_USERSET. Assign hook writes only. Standard GUC mechanism. RISK: NONE.
enable_async_append,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of async append plans.,enable_async_append,GUC_ALLOW_IN_PARALLEL|GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_bitmapscan,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of bitmap-scan plans.,enable_bitmapscan,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_gathermerge,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of gather merge plans.,enable_gathermerge,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_hashagg,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of hashed aggregation plans.,enable_hashagg,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_hashjoin,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of hash join plans.,enable_hashjoin,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_incremental_sort,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of incremental sort steps.,enable_incremental_sort,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_indexonlyscan,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of index-only-scan plans.,enable_indexonlyscan,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_indexscan,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of index-scan plans.,enable_indexscan,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_material,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of materialization.,enable_material,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_memoize,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of memoization.,enable_memoize,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_mergejoin,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of merge join plans.,enable_mergejoin,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_nestloop,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of nested-loop join plans.,enable_nestloop,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_object_locking_infra,bool,PGC_SIGHUP,LOCK_MANAGEMENT,Allow enabling object-level locking for table locks.,enable_object_locking_infra,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
enable_parallel_append,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of parallel append plans.,enable_parallel_append,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_parallel_hash,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of parallel hash plans.,enable_parallel_hash,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_partition_pruning,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables plan-time and execution-time partition pruning.,enable_partition_pruning,GUC_ALLOW_IN_PARALLEL|GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_partitionwise_aggregate,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables partitionwise aggregation and grouping.,enable_partitionwise_aggregate,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_partitionwise_join,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables partitionwise join.,enable_partitionwise_join,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_seqscan,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of sequential-scan plans.,enable_seqscan,GUC_EXPLAIN,YES,NONE,"PGC_USERSET. Directly modified in yb_catalog_version.c with save/restore in PG_TRY/PG_CATCH during DDL. SAFE in transaction pooling: the restore happens within the same command, always before ReadyForQuery is sent. Value is always restored before connection could be returned to pool."
enable_sort,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of explicit sort steps.,enable_sort,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
enable_tidscan,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables the planner's use of TID scan plans.,enable_tidscan,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
escape_string_warning,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,Warn about backslash escapes in ordinary string literals.,escape_string_warning,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_USERSET. No direct C assignments. Scanner copies GUC value to yyext struct. RISK: NONE.
event_source,string,PGC_POSTMASTER,LOGGING_WHERE,Sets the application name used to identify PostgreSQL messages in the event log.,event_source,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_REPORT,YES,NONE,"PGC_POSTMASTER. ""Write"" in pg_ctl.c (client utility). Not backend code. Set at server start. RISK: NONE."
exit_on_error,bool,PGC_USERSET,ERROR_HANDLING_OPTIONS,Terminate session on any error.,ExitOnAnyError,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. Backing var ExitOnAnyError is set to true in checkpointer.c:CheckpointerMain during shutdown. This is a background process (checkpointer), not a user session. ConnMgr does not pool checkpointer connections. RISK: NONE."
external_pid_file,string,PGC_POSTMASTER,FILE_LOCATIONS,Writes the postmaster PID to the specified file.,external_pid_file,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
extra_float_digits,int,PGC_USERSET,CLIENT_CONN_LOCALE,Sets the number of digits displayed for floating-point values.,extra_float_digits,GUC_UNIT_MS,YES,NONE,"PGC_USERSET. ""Writes"" are SET command strings: in libpqwalreceiver.c (-c flag), and connection.c (postgres_fdw do_sql_command SET). All use standard GUC mechanism. RISK: NONE."
